Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
f-86f-25;11.42000;11.97000;28.20000;5430.00000;1284.30000;1170.00000;1.20000;350.00000;20.00000;33.00000;0.1,620.4,1.0,350.0;-203792.0,390000.0;1.00000;3000,7950,9000;0.00000;0.00000;17.1,-14.0,15.0,-17.0
f-86f-40_japan;11.42000;11.97000;29.20000;5490.00000;1284.30000;1170.00000;1.20000;350.00000;20.00000;33.00000;0.1,620.4,1.0,350.0;-203792.0,390000.0;1.00000;3000,7950,9000;0.00000;0.00000;18.9,-14.0,16.0,-17.0
f-86k;12.49000;11.91700;28.20000;6430.00000;1806.00000;1187.00000;1.25000;350.00000;20.00000;33.00000;0.1,620.4,1.0,370.0;-190000.0,360000.0;1.00000;3000,7950,9000;0.00000;0.00000;17.9,-14.0,16.0,-17.0
f-89b;16.30680;17.05000;56.31800;11780.00000;4597.00000;920.00000;1.00000;379.00000;20.00000;33.00000;0.2,554.4,0.3,447.5,1.0,379.0;-255515.0,621785.0;2.00000;3200,7910,8140;0.00000;0.00000;16.2,-16.2,14.5,-15.2
f-89d;16.40840;17.05000;56.31800;12509.00000;5378.00000;920.00000;1.00000;379.00000;20.00000;33.00000;0.2,554.4,0.3,447.5,1.0,379.0;-297500.0,723900.0;2.00000;4000,8010,8240;0.00000;0.00000;16.2,-16.2,14.5,-15.2
f-8e;16.52000;10.82040;34.84000;8849.00000;4156.00000;1555.00000;2.10000;428.00000;20.00000;0.00000;0.1,1170.0,0.2,1070.0,0.3,730.0,1.0,583.0;-312200.0,666086.0;1.00000;3650,6400,6520;0.00000;0.00000;23.5,-22.5,17.0,-20.0
f-8e_fn;16.52000;10.82040;34.84000;8980.00000;4156.00000;1555.00000;2.10000;428.00000;20.00000;0.00000;0.1,1170.0,0.2,1070.0,0.3,730.0,1.0,583.0;-312200.0,666086.0;1.00000;3650,6400,6520;0.00000;0.00000;23.5,-22.5,16.0,-20.5
f1;16.55000;7.88000;21.18000;6540.00000;2982.00000;1365.00000;1.85000;485.00000;0.00000;33.00000;0.2,735.0,0.3,556.0,1.0,450.0;-213500.0,510500.0;2.00000;5200,13600,14100;0.00000;0.00000;32.0,-24.0,29.5,-22.0
f11f_1_late;13.49000;9.65000;23.22000;6520.00000;3016.00000;1458.00000;1.60000;447.00000;0.00000;0.00000;0.2,720.0,1.0,500.0;-180000.0,460000.0;1.00000;3600,8300,8800;0.00000;0.00000;24.0,-20.0,22.0,-17.0
f1m2;9.50000;11.00000;28.60000;1962.00000;350.00000;550.00000;0.45000;450.00000;20.00000;33.00000;0.1,370.0,1.0,240.0;-69335.0,124800.0;1.00000;400,2600,2900;0.00000;0.00000;16.5,-12.9,16.0,-15.0
f2a-1;7.83300;10.67000;19.40744;2080.00000;430.00000;761.00000;0.80000;720.00000;20.00000;33.00000;0.1,460.0,1.0,260.0;-70119.0,144000.0;1.00000;400,2450;0.00000;0.00000;16.5,-16.3,18.0,-14.0
f2a-3;7.83300;10.67000;19.40744;2680.00000;430.00000;761.00000;0.80000;720.00000;20.00000;33.00000;0.1,460.0,1.0,260.0;-70119.0,190119.0;1.00000;400,2500,2600;0.00000;0.00000;17.5,-16.3,17.5,-14.0
f2g-1;10.31000;12.49000;29.17200;4981.00000;836.00000;885.00000;0.82000;720.00000;20.00000;60.00000;0.2,382.0,0.3,324.0,1.0,248.0;-106792.0,300352.0;1.00000;1200,2700,3060;0.00000;0.00000;18.0,-12.0,16.5,-18.5
f2h-2;12.40000;12.60000;27.30000;5620.00000;3475.00000;994.00000;0.91000;342.00000;20.00000;33.00000;0.1,525.0,1.0,325.0;-164115.0,390000.0;2.00000;5000,14000;0.00000;0.00000;17.0,-16.0,15.0,-17.0
f3d_1;13.84000;15.23000;37.36000;7290.00000;3674.00000;932.00000;0.91000;314.00000;20.00000;33.00000;0.1,460.0,1.0,314.0;-225000.0,450000.0;2.00000;5000,14000;0.00000;0.00000;18.5,-16.0,19.0,-17.0
f3f-2;7.09000;13.22000;24.14000;1595.00000;366.00000;810.00000;0.75000;320.00000;0.00000;0.00000;;-61803.0,141632.0;1.00000;500,2200,2520;0.00000;0.00000;20.0,-16.0,20.0,-16.0
f3h-2;17.95000;10.77000;48.20000;9840.00000;4440.00000;1360.00000;1.65000;463.00000;20.00000;33.00000;0.2,1500.0,0.2,833.0,1.0,370.0;-355000.0,790000.0;1.00000;3000,6100,7500;0.00000;0.00000;24.0,-22.0,28.0,-25.0
f4d-1;13.90000;10.20000;48.00000;7130.00000;1887.00000;1283.00000;1.55000;407.00000;20.00000;0.00000;0.1,2550.0,1.0,2320.0;-150000.0,380000.0;1.00000;3600,6050,6520;0.00000;0.00000;24.0,-21.0,28.0,-22.0
f4f-3;8.81380;11.58200;24.15000;2875.00000;381.50000;826.00000;0.75000;320.00000;20.00000;33.00000;0.1,420.0,1.0,420.4;-80000.0,222969.0;1.00000;400,2700,2950;0.00000;0.00000;17.0,-12.5,16.0,-15.0
f4f-4;8.81380;11.58200;24.15000;3020.00000;381.50000;826.00000;0.75000;320.00000;20.00000;33.00000;0.1,420.0,1.0,420.4;-80000.0,222969.0;1.00000;400,2700,2950;0.00000;0.00000;17.0,-12.5,16.0,-15.0
f4f-4_martlet_mk4;8.71200;11.58200;24.15000;3020.00000;381.50000;826.00000;0.70000;320.00000;20.00000;33.00000;0.1,420.0,1.0,420.4;-80000.0,222969.0;1.00000;400,2500,2850;0.00000;0.00000;17.0,-12.5,16.0,-15.0
f4u-1a;10.26000;12.49000;29.17200;4538.00000;975.00000;885.00000;0.82000;730.00000;20.00000;33.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2700,3060;39.00000;0.07600;18.0,-12.0,15.8,-18.5
f4u-1a_usmc;10.26000;12.49000;29.17200;4506.00000;975.00000;885.00000;0.82000;730.00000;20.00000;33.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2700,3060;39.00000;0.07600;18.0,-12.0,15.8,-18.5
f4u-1c;10.26000;12.49000;29.17200;4696.00000;645.00000;885.00000;0.82000;730.00000;20.00000;33.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2700,3060;39.00000;0.07600;18.0,-12.0,15.8,-18.5
f4u-1d;10.26000;12.49000;29.17200;4580.00000;645.00000;885.00000;0.82000;730.00000;20.00000;33.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2700,3060;39.00000;0.07600;18.0,-12.0,15.8,-18.5
f4u-4;10.33000;12.49000;29.17200;4697.00000;636.00000;885.00000;0.82000;730.00000;20.00000;60.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2799,3120;45.00000;0.06250;18.0,-12.0,16.5,-18.5
f4u-4b;10.33000;12.49000;29.17200;4785.00000;636.00000;885.00000;0.82000;730.00000;20.00000;60.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2799,3120;45.00000;0.06250;18.0,-12.0,16.5,-18.5
f4u-6_au-1;10.52000;12.49000;29.17200;4993.00000;636.00000;885.00000;0.82000;730.00000;20.00000;60.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2799,3120;45.00000;0.06250;18.0,-12.0,16.5,-18.5
f4u-7;10.52000;12.49000;29.17200;4961.00000;636.00000;885.00000;0.82000;730.00000;20.00000;60.00000;0.2,388.0,0.3,330.0,1.0,253.0;-106792.0,300352.0;1.00000;1200,2799,3120;45.00000;0.06250;18.0,-12.0,16.5,-18.5
f6f-3;10.31200;13.05600;31.02900;4648.00000;681.30000;803.00000;0.81000;375.00000;20.00000;33.00000;0.1,510.0,1.0,310.0;-132050.0,330100.0;1.00000;600,2701,3060;54.00000;0.07400;15.8,-12.0,15.3,-13.0
f6f-5;10.31200;13.05600;31.02900;4648.00000;681.30000;803.00000;0.81000;375.00000;20.00000;33.00000;0.1,510.0,1.0,310.0;-132050.0,330100.0;1.00000;600,2701,3060;54.00000;0.07400;15.8,-12.0,15.3,-13.0
f6f-5_france;10.31200;13.05600;31.02900;4648.00000;681.30000;803.00000;0.81000;375.00000;20.00000;33.00000;0.1,510.0,1.0,310.0;-132050.0,330100.0;1.00000;600,2701,3060;54.00000;0.07400;15.8,-12.0,15.3,-13.0
f6f-5n;10.31200;13.05600;30.92175;4780.00000;681.30000;803.00000;0.81000;375.00000;20.00000;33.00000;0.1,510.0,1.0,310.0;-132050.0,330100.0;1.00000;600,2701,3060;54.00000;0.07400;15.8,-12.0,15.3,-13.0
f6f-5n_france;10.31200;13.05600;30.92175;4780.00000;681.30000;803.00000;0.81000;375.00000;20.00000;33.00000;0.1,510.0,1.0,310.0;-132050.0,330100.0;1.00000;600,2701,3060;54.00000;0.07400;15.8,-12.0,15.3,-13.0
f7f1;13.62710;15.69720;42.27080;8106.00000;1143.00000;835.00000;0.82000;463.00000;20.00000;33.00000;0.1,477.8,1.0,277.8;-381213.0,476516.0;2.00000;650,2800,3120;121.00000;0.08700;16.0,-17.0,15.3,-14.4
f7f3;13.62710;15.69720;42.27080;8266.00000;1236.00000;835.00000;0.82000;463.00000;20.00000;33.00000;0.1,477.8,1.0,277.8;-381213.0,476516.0;2.00000;650,2800,3120;121.00000;0.08700;16.0,-17.0,15.3,-14.4
f8f1;8.38200;10.82000;24.66800;3640.00000;505.00000;827.00000;0.79000;340.00000;20.00000;33.00000;0.1,640.0,1.0,427.0;-113076.0,220000.0;1.00000;600,2801,3100;54.50000;0.05000;16.1,-14.0,12.2,-18.5
f8f1b;8.38200;10.82000;24.66800;3735.00000;504.20000;827.00000;0.79000;340.00000;20.00000;33.00000;0.1,640.0,1.0,427.0;-113076.0,220000.0;1.00000;600,2801,3100;54.50000;0.05000;16.1,-14.0,12.2,-18.5
f8f1b_france;8.38200;10.82000;24.66800;3735.00000;504.20000;827.00000;0.79000;340.00000;20.00000;33.00000;0.1,640.0,1.0,427.0;-113076.0,220000.0;1.00000;600,2801,3100;54.50000;0.05000;16.1,-14.0,12.2,-18.5
f8u-2;16.52000;10.82040;34.84000;8235.00000;3926.00000;1555.00000;2.10000;428.00000;20.00000;0.00000;0.1,1170.0,0.2,1070.0,0.3,730.0,1.0,583.0;-291000.0,580500.0;1.00000;3650,6400,6520;0.00000;0.00000;23.5,-22.5,17.0,-20.0
f9f-2;11.46000;11.58000;23.22576;4650.00000;2723.00000;1000.00000;0.94000;400.00000;20.00000;33.00000;0.1,607.0,1.0,310.0;-144115.0,344115.0;1.00000;5000,16000;85.00000;2.00000;17.0,-14.0,16.0,-17.0
f9f-5;11.46000;11.58000;23.22576;5040.00000;2957.00000;1000.00000;0.94000;410.00000;20.00000;33.00000;0.1,607.0,1.0,380.0;-144115.0,344115.0;1.00000;5000,14000;85.00000;1.54000;17.0,-14.0,16.0,-17.0
f9f-8;12.73000;10.52000;31.26000;5900.00000;3018.00000;1127.00000;1.10000;410.00000;0.00000;0.00000;0.1,620.0,1.0,410.0;-220000.0,410000.0;1.00000;5000,14000;0.00000;0.00000;19.5,-14.0,17.0,-17.0
f_100d;13.53300;11.82620;37.18000;9551.00000;3501.00000;1361.00000;1.65000;447.00000;20.00000;33.00000;0.2,620.4,1.0,435.0;-281800.0,688500.0;1.00000;5400,9810,10400;0.00000;0.00000;26.0,-20.0,22.0,-17.0
f_100f;15.80000;11.82620;37.18000;10650.00000;3501.00000;1361.00000;1.65000;447.00000;20.00000;33.00000;0.2,620.4,1.0,435.0;-281800.0,688500.0;1.00000;5400,9810,10400;0.00000;0.00000;26.0,-20.0,22.0,-17.0
f_104a;16.70000;6.69000;17.28000;5987.00000;2677.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-180000.0,370000.0;1.00000;4900,7510,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104c;16.70000;6.69000;17.28000;6110.00000;2639.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-200000.0,390000.0;1.00000;4900,7510,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104g;16.70000;6.69000;17.28000;6427.00000;2642.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-200000.0,420000.0;1.00000;4900,7510,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104g_italy;16.70000;6.69000;17.28000;6427.00000;2642.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-200000.0,420000.0;1.00000;4900,7510,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104j;16.70000;6.69000;17.28000;6357.00000;2642.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-200000.0,390000.0;1.00000;4900,7510,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104s;16.70000;6.69000;17.28000;6725.00000;2948.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-220000.0,450000.0;1.00000;4900,7650,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104s_asa;16.70000;6.69000;17.28000;6725.00000;2948.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-220000.0,450000.0;1.00000;4900,7650,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_104s_cb;16.70000;6.69000;17.28000;6725.00000;2948.00000;1555.00000;2.30000;546.00000;0.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,444.0;-220000.0,450000.0;1.00000;4900,7650,10000;0.00000;0.00000;16.0,-15.0,20.0,-19.0
f_105d;19.60000;10.63000;36.00000;12550.00000;3420.00000;1575.00000;2.30000;546.00000;20.00000;33.00000;0.2,2350.0,0.3,833.0,1.0,490.0;-370000.0,900000.0;1.00000;4900,8940,10000;0.00000;0.00000;25.0,-20.0,24.0,-20.0
f_111a;22.20000;0.0,19.2,0.5,15.9,1.0,9.7;0.0,52.0,0.5,50.0,1.0,48.0;20900.00000;18528.00000;0.0,808.0,0.5,1347.0,1.0,1617.0;0.0,0.9,0.5,2.0,1.0,2.5;611.00000;20.00000;60.00000;0.2,800.0,0.3,611.0,1.0,555.0;0.0,-800000.0,1730000.0,0.5,-820000.0,1750000.0,1.0,-820000.0,1750000.0;2.00000;6500,14200,15500;0.00000;0.00000;0.0,21.5,-15.0,20.5,-20.0,0.5,21.5,-18.0,20.5,-16.0,1.0,22.0,-20.0,23.0,-20.0
f_111c;22.20000;0.0,21.4,0.5,17.0,1.0,10.4;0.0,64.0,0.5,54.0,1.0,51.0;21500.00000;22228.00000;0.0,808.0,0.5,1347.0,1.0,1617.0;0.0,0.9,0.5,2.0,1.0,2.5;611.00000;20.00000;60.00000;0.2,800.0,0.3,611.0,1.0,555.0;0.0,-800000.0,1730000.0,0.5,-820000.0,1750000.0,1.0,-820000.0,1750000.0;2.00000;6500,14200,15500;0.00000;0.00000;0.0,21.5,-15.0,20.5,-20.0,0.5,21.5,-18.0,20.5,-16.0,1.0,22.0,-20.0,23.0,-20.0
f_111f;22.20000;0.0,19.2,0.5,15.9,1.0,9.7;0.0,52.0,0.5,50.0,1.0,48.0;21863.00000;18528.00000;0.0,808.0,0.5,1347.0,1.0,1617.0;0.0,0.9,0.5,2.0,1.0,2.5;611.00000;20.00000;60.00000;0.2,800.0,0.3,611.0,1.0,555.0;0.0,-800000.0,1730000.0,0.5,-820000.0,1750000.0,1.0,-820000.0,1750000.0;2.00000;6500,14200,15500;0.00000;0.00000;0.0,21.5,-15.0,20.5,-20.0,0.5,21.5,-18.0,20.5,-16.0,1.0,22.0,-20.0,23.0,-20.0
f_117;19.40000;13.20000;75.00000;13270.00000;8255.00000;1021.00000;0.96000;555.00000;0.00000;90.00000;;-300000.0,600000.0;2.00000;8500,13350,15000;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_14a_early;16.70000;0.0,19.0,0.5,15.5,1.0,11.8;0.0,52.0,0.5,52.0,1.0,52.0;18350.00000;9076.00000;0.0,1021.0,0.5,1360.0,1.0,1555.0;0.0,1.0,0.5,2.0,1.0,2.2;518.00000;20.00000;40.00000;0.2,1200.0,0.3,926.0,1.0,416.0;0.0,-600000.0,1300000.0,0.5,-600000.0,1400000.0,1.0,-600000.0,1400000.0;2.00000;6500,14800,15500;0.00000;0.00000;0.0,26.5,-18.0,28.5,-20.0,0.5,28.5,-25.0,29.5,-26.0,1.0,30.0,-27.0,31.0,-26.0
f_14a_iriaf;16.70000;0.0,19.0,0.5,15.5,1.0,11.8;0.0,52.0,0.5,52.0,1.0,52.0;18350.00000;9076.00000;0.0,1021.0,0.5,1360.0,1.0,1555.0;0.0,1.0,0.5,2.0,1.0,2.2;518.00000;20.00000;40.00000;0.2,1200.0,0.3,926.0,1.0,416.0;0.0,-600000.0,1300000.0,0.5,-600000.0,1400000.0,1.0,-600000.0,1400000.0;2.00000;6500,14800,15500;0.00000;0.00000;0.0,26.5,-18.0,28.5,-20.0,0.5,28.5,-25.0,29.5,-26.0,1.0,30.0,-27.0,31.0,-26.0
f_14b;16.70000;0.0,19.0,0.5,15.5,1.0,11.8;0.0,52.0,0.5,52.0,1.0,52.0;19400.00000;9076.00000;0.0,1021.0,0.5,1360.0,1.0,1555.0;0.0,1.0,0.5,2.0,1.0,2.4;518.00000;20.00000;40.00000;0.2,1200.0,0.3,926.0,1.0,416.0;0.0,-600000.0,1300000.0,0.5,-600000.0,1400000.0,1.0,-600000.0,1400000.0;2.00000;6500,14675,15500;0.00000;0.00000;0.0,26.5,-18.0,28.5,-20.0,0.5,28.5,-25.0,29.5,-26.0,1.0,30.0,-27.0,31.0,-26.0
f_15a;19.40000;13.06000;56.46000;12380.00000;10590.00000;1629.00000;2.40000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-390000.0,1120000.0;2.00000;8500,12960,15500;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_15c_baz_msip;19.40000;13.06000;56.46000;13470.00000;15795.00000;1629.00000;2.40000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;2.00000;8500,12960,15500;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_15c_msip2;19.40000;13.06000;56.46000;13470.00000;15795.00000;1629.00000;2.40000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;2.00000;8500,12960,15500;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_15e;19.40000;13.06000;56.46000;15120.00000;15795.00000;1629.00000;2.55000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;2.00000;9900,14000,14200;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_15i_raam;19.40000;13.06000;56.46000;15260.00000;15795.00000;1629.00000;2.55000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;2.00000;9900,14000,14200;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_15j;19.40000;13.06000;56.46000;12820.00000;11478.00000;1629.00000;2.40000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-390000.0,1120000.0;2.00000;8500,12960,15500;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_15j_kai;19.40000;13.06000;56.46000;13030.00000;11479.00000;1629.00000;2.40000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;2.00000;8500,12960,15500;0.00000;0.00000;30.0,-20.0,29.0,-22.0
f_16a_block_10;15.10000;9.44000;27.90000;7570.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16a_block_15_adf;15.10000;9.44000;27.90000;7850.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16a_block_15_adf_italy;15.10000;9.44000;27.90000;7850.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16a_block_15_belgium;15.10000;9.44000;27.90000;7850.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16a_block_15_ocu_thailand;15.10000;9.44000;27.90000;7850.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16a_block_20_mlu;15.10000;9.44000;27.90000;7870.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16aj;15.10000;9.44000;27.90000;7570.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16am_block_15_mlu_belgium;15.10000;9.44000;27.90000;7850.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1.00000;8500,13100,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16c_block_40_barak_2;15.10000;9.44000;27.90000;8860.00000;6335.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1.00000;6500,14675,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16c_block_50;15.10000;9.44000;27.90000;9031.00000;6398.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1.00000;6500,15050,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_16d_block_40_barak_2;15.10000;9.44000;27.90000;9018.00000;5936.00000;1555.00000;2.20000;482.00000;0.00000;99.00000;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1.00000;6500,14675,15500;0.00000;0.00000;29.0,-20.0,29.0,-20.0
f_2000a;19.40000;11.00000;51.40000;11220.00000;7110.00000;1607.00000;2.46000;700.00000;0.00000;90.00000;0.2,1018.0,1.0,481.0;-430000.0,810000.0;2.00000;8500,13100,15500;0.00000;0.00000;37.0,-32.0,36.0,-31.0
f_20a;14.40000;8.14000;18.60000;5965.00000;3427.00000;1527.00000;2.00000;482.00000;20.00000;99.00000;0.2,1296.0,1.0,463.0;-250000.0,480000.0;1.00000;8500,13350,15000;0.00000;0.00000;27.0,-24.0,28.0,-24.0
f_222_2;21.57200;36.00000;186.00000;10800.00000;4467.00000;450.00000;0.75000;450.00000;0.00000;0.00000;;-220725.0,441450.0;4.00000;600,2400,2600;0.00000;0.00000;20.0,-18.0,19.0,-18.0
f_47n_25_re_china;10.61700;12.95400;29.98000;5426.00000;1516.00000;950.00000;0.95000;450.00000;20.00000;33.00000;0.1,520.4,1.0,300.0;-330281.0,440375.0;1.00000;600,2800,3100;113.56000;0.15770;17.0,-13.4,16.0,-12.2
f_5a;14.48000;7.67000;15.90000;4180.00000;3099.00000;1458.00000;1.75000;444.00000;20.00000;99.00000;0.2,926.0,1.0,555.0;-160000.0,340000.0;2.00000;5500,16500,17500;0.00000;0.00000;23.5,-20.0,20.0,-19.0
f_5e;14.68000;8.14000;17.28000;4830.00000;3375.00000;1458.00000;1.75000;482.00000;20.00000;99.00000;0.2,1203.0,1.0,463.0;-180000.0,390000.0;2.00000;5500,16500,17500;0.00000;0.00000;22.0,-20.0,20.0,-19.0
f_5e_aidc;14.68000;8.14000;17.28000;4830.00000;3375.00000;1458.00000;1.75000;482.00000;20.00000;99.00000;0.2,1203.0,1.0,463.0;-180000.0,390000.0;2.00000;5500,16500,17500;0.00000;0.00000;22.0,-20.0,20.0,-19.0
f_5e_fcu_thailand;14.68000;8.14000;17.28000;4830.00000;3375.00000;1458.00000;1.75000;482.00000;20.00000;99.00000;0.2,1203.0,1.0,463.0;-180000.0,390000.0;2.00000;5500,16500,17500;0.00000;0.00000;22.0,-20.0,20.0,-19.0
f_5t_thailand;14.68000;8.14000;17.28000;4830.00000;3375.00000;1458.00000;1.75000;482.00000;20.00000;99.00000;0.2,1203.0,1.0,463.0;-180000.0,390000.0;2.00000;5500,16500,17500;0.00000;0.00000;22.0,-20.0,20.0,-19.0
fa_18a;17.10000;11.50000;37.98000;10885.00000;7462.00000;1477.00000;2.10000;700.00000;0.00000;50.00000;0.2,1218.0,1.0,463.0;-400000.0,850000.0;2.00000;8500,13350,15000;0.00000;0.00000;38.0,-20.0,37.0,-22.0
fa_18c_early;17.10000;11.50000;37.98000;10885.00000;7462.00000;1477.00000;2.10000;700.00000;0.00000;50.00000;0.2,1218.0,1.0,463.0;-400000.0,850000.0;2.00000;8500,13350,15000;0.00000;0.00000;38.0,-20.0,37.0,-22.0
fa_18c_finland;17.10000;11.50000;37.98000;10760.00000;7462.00000;1477.00000;2.10000;700.00000;0.00000;50.00000;0.2,1218.0,1.0,463.0;-400000.0,850000.0;2.00000;8500,13350,15000;0.00000;0.00000;38.0,-20.0,37.0,-22.0
fa_18c_late;17.10000;11.50000;37.98000;11340.00000;7462.00000;1477.00000;2.10000;700.00000;0.00000;50.00000;0.2,1218.0,1.0,463.0;-400000.0,850000.0;2.00000;8500,13350,15000;0.00000;0.00000;38.0,-20.0,37.0,-22.0
fairey_3f_mk3b;10.50000;19.94000;40.80000;1749.00000;363.00000;400.00000;0.60000;400.00000;20.00000;33.00000;0.1,520.4,1.0,320.4;-97020.0,97020.0;1.00000;450,2350,2800;0.00000;0.00000;18.0,-15.0,17.0,-15.0
fau-1;7.75000;5.70000;8.40000;1560.00000;0.00000;800.00000;1.10000;0.00000;0.00000;33.00000;;-185740.0,185740.0;0.00000;700,5040;0.00000;0.00000;15.0,-10.0,15.0,-10.0
fc_20_bis;12.18000;16.00000;35.96000;5358.00000;870.00000;720.00000;0.78000;280.00000;0.00000;33.00000;0.1,425.0,0.3,320.0,1.0,260.0;-161609.0,290896.0;2.00000;600,2520,3000;0.00000;0.00000;17.0,-12.0,15.8,-18.5
ffa_p16;14.33000;11.15000;30.00000;7037.00000;1850.00000;1212.00000;1.00000;450.00000;20.00000;33.00000;0.1,550.0,1.0,400.0;-280000.0,486717.0;1.00000;2500,8000,9000;0.00000;0.00000;17.1,-14.0,16.5,-17.0
ffvs_j22_a;7.80000;10.00000;16.00000;2325.00000;282.00000;670.00000;0.77000;270.00000;20.00000;33.00000;0.1,520.4,1.0,225.0;-85201.0,113601.0;1.00000;450,2700,2850;0.00000;0.00000;17.5,-12.0,14.0,-12.0
ffvs_j22_b;7.80000;10.00000;16.00000;2385.00000;282.00000;670.00000;0.77000;270.00000;20.00000;33.00000;0.1,520.4,1.0,225.0;-85201.0,113601.0;1.00000;450,2700,2850;0.00000;0.00000;17.5,-12.0,14.0,-12.0
